# packages in environment at /soft/applications/conda/2025-09-24/mconda3:
#
# Name                                Version                                      Build                  Channel
idna                                  3.10                                         pyhd8ed1ab_1           conda-forge
imageio                               2.37.0                                       pypi_0                 pypi
immutabledict                         4.2.1                                        pypi_0                 pypi
importlib-metadata                    8.7.0                                        pypi_0                 pypi
importlib-resources                   6.5.2                                        pypi_0                 pypi
iniconfig                             2.1.0                                        pypi_0                 pypi
interegular                           0.3.3                                        pypi_0                 pypi
ipykernel                             6.30.1                                       pypi_0                 pypi
ipython                               9.6.0                                        pypi_0                 pypi
ipython-pygments-lexers               1.1.1                                        pypi_0                 pypi
ipywidgets                            8.1.7                                        pypi_0                 pypi
isoduration                           20.11.0                                      pypi_0                 pypi
jaraco-functools                      4.3.0                                        pypi_0                 pypi
jax                                   0.7.2                                        pypi_0                 pypi
jax-cuda12-pjrt                       0.7.2                                        pypi_0                 pypi
jax-cuda12-plugin                     0.7.2                                        pypi_0                 pypi
jaxlib                                0.7.2                                        pypi_0                 pypi
jaxtyping                             0.3.3                                        pypi_0                 pypi
jedi                                  0.19.2                                       pypi_0                 pypi
jinja2                                3.1.6                                        pyhd8ed1ab_0           conda-forge
jiter                                 0.11.0                                       pypi_0                 pypi
jmespath                              1.0.1                                        pypi_0                 pypi
joblib                                1.5.2                                        pypi_0                 pypi
json5                                 0.12.1                                       pypi_0                 pypi
jsonlines                             4.0.0                                        pypi_0                 pypi
jsonpatch                             1.33                                         pyhd8ed1ab_1           conda-forge
jsonpath-ng                           1.7.0                                        pypi_0                 pypi
jsonpickle                            4.1.1                                        pypi_0                 pypi
jsonpointer                           3.0.0                                        py312h7900ff3_1        conda-forge
jsonschema                            4.25.1                                       pyhe01879c_0           conda-forge
jsonschema-specifications             2025.9.1                                     pyhcf101f3_0           conda-forge
jupyter                               1.1.1                                        pypi_0                 pypi
jupyter-client                        8.6.3                                        pypi_0                 pypi
jupyter-console                       6.6.3                                        pypi_0                 pypi
jupyter-core                          5.8.1                                        pypi_0                 pypi
jupyter-events                        0.12.0                                       pypi_0                 pypi
jupyter-lsp                           2.3.0                                        pypi_0                 pypi
jupyter-server                        2.17.0                                       pypi_0                 pypi
jupyter-server-terminals              0.5.3                                        pypi_0                 pypi
jupyterlab                            4.4.9                                        pypi_0                 pypi
jupyterlab-pygments                   0.3.0                                        pypi_0                 pypi
jupyterlab-server                     2.27.3                                       pypi_0                 pypi
jupyterlab-widgets                    3.0.15                                       pypi_0                 pypi
keopscore                             2.3                                          pypi_0                 pypi
keras-applications                    1.0.8                                        pypi_0                 pypi
keras-nightly                         3.12.0.dev2025100203                         pypi_0                 pypi
keras-preprocessing                   1.1.2                                        pypi_0                 pypi
keyutils                              1.6.1                                        h166bdaf_0             conda-forge
kiwisolver                            1.4.9                                        pypi_0                 pypi
krb5                                  1.21.3                                       h659f571_0             conda-forge
lark                                  1.2.2                                        pypi_0                 pypi
lazy-loader                           0.4                                          pypi_0                 pypi
ld_impl_linux-64                      2.44                                         h1423503_1             conda-forge
lerc                                  4.0.0                                        h0aef613_1             conda-forge
libaio                                0.3.113                                      h166bdaf_0             conda-forge
libarchive                            3.7.7                                        h75ea233_4             conda-forge
libblas                               3.9.0                                        36_h4a7cf45_openblas   conda-forge
libcblas                              3.9.0                                        36_h0358290_openblas   conda-forge
libclang                              18.1.1                                       pypi_0                 pypi
libcups                               2.3.3                                        hb8b1518_5             conda-forge
libcurl                               8.14.1                                       h332b0f4_0             conda-forge
libdeflate                            1.24                                         h86f0d12_0             conda-forge
libdrm                                2.4.125                                      hb03c661_1             conda-forge
libedit                               3.1.20250104                                 pl5321h7949ede_0       conda-forge
libegl                                1.7.0                                        ha4b6fd6_2             conda-forge
libegl-devel                          1.7.0                                        ha4b6fd6_2             conda-forge
libensemble                           1.5.0                                        pypi_0                 pypi
libev                                 4.33                                         hd590300_2             conda-forge
libexpat                              2.7.1                                        hecca717_0             conda-forge
libffi                                3.4.6                                        h2dba641_1             conda-forge
libfreetype                           2.14.1                                       ha770c72_0             conda-forge
libfreetype6                          2.14.1                                       h73754d4_0             conda-forge
libgcc                                15.1.0                                       h767d61c_3             conda-forge
libgcc-ng                             15.1.0                                       h69a702a_3             conda-forge
libgd                                 2.3.3                                        h6f5c62b_11            conda-forge
libgfortran                           15.1.0                                       h69a702a_5             conda-forge
libgfortran-ng                        15.1.0                                       h69a702a_5             conda-forge
libgfortran5                          15.1.0                                       hcea5267_5             conda-forge
libgl                                 1.7.0                                        ha4b6fd6_2             conda-forge
libgl-devel                           1.7.0                                        ha4b6fd6_2             conda-forge
libglib                               2.86.0                                       h1fed272_0             conda-forge
libglvnd                              1.7.0                                        ha4b6fd6_2             conda-forge
libglx                                1.7.0                                        ha4b6fd6_2             conda-forge
libglx-devel                          1.7.0                                        ha4b6fd6_2             conda-forge
libgomp                               15.1.0                                       h767d61c_3             conda-forge
libhiredis                            1.0.2                                        h2cc385e_0             conda-forge
libhwloc                              2.12.1                                       default_h3d81e11_1000  conda-forge
libiconv                              1.18                                         h4ce23a2_1             conda-forge
libjpeg-turbo                         3.1.0                                        hb9d3cd8_0             conda-forge
liblapack                             3.9.0                                        36_h47877c9_openblas   conda-forge
liblief                               0.16.6                                       h5888daf_0             conda-forge
liblzma                               5.8.1                                        hb9d3cd8_2             conda-forge
libmamba                              2.1.1                                        h430c389_0             conda-forge
libmambapy                            2.1.1                                        py312h07448e0_0        conda-forge
libnghttp2                            1.64.0                                       h161d5f1_0             conda-forge
libnsl                                2.0.1                                        hb9d3cd8_1             conda-forge
libopenblas                           0.3.30                                       pthreads_h94d23a6_2    conda-forge
libpciaccess                          0.18                                         hb9d3cd8_0             conda-forge
libpng                                1.6.50                                       h421ea60_1             conda-forge
librsvg                               2.58.4                                       h49af25d_2             conda-forge
libsolv                               0.7.34                                       h9463b59_0             conda-forge
libsqlite                             3.50.3                                       hee844dc_1             conda-forge
libssh2                               1.11.1                                       hcf80075_0             conda-forge
libstdcxx                             15.1.0                                       h8f9b012_3             conda-forge
libstdcxx-ng                          15.1.0                                       h4852527_3             conda-forge
libtiff                               4.7.1                                        h8261f1e_0             conda-forge
libuuid                               2.38.1                                       h0b41bf4_0             conda-forge
libuv                                 1.51.0                                       hb03c661_1             conda-forge
libwebp-base                          1.6.0                                        hd42ef1d_0             conda-forge
libxcb                                1.17.0                                       h8a09558_0             conda-forge
libxcrypt                             4.4.36                                       hd590300_1             conda-forge
libxkbcommon                          1.11.0                                       he8b52b9_0             conda-forge
libxml2                               2.13.8                                       h4bc477f_0             conda-forge
libzlib                               1.3.1                                        hb9d3cd8_2             conda-forge
lightning                             2.5.5                                        pypi_0                 pypi
lightning-utilities                   0.15.2                                       pypi_0                 pypi
line-profiler                         5.0.0                                        pypi_0                 pypi
linear-operator                       0.6                                          pypi_0                 pypi
llguidance                            0.7.30                                       pypi_0                 pypi
llvm-openmp                           21.1.2                                       h4922eb0_2             conda-forge
llvmlite                              0.44.0                                       pypi_0                 pypi
lm-format-enforcer                    0.11.3                                       pypi_0                 pypi
loky                                  3.5.6                                        pypi_0                 pypi
lxml                                  6.0.2                                        pypi_0                 pypi
lz4-c                                 1.10.0                                       h5888daf_1             conda-forge
lzo                                   2.10                                         hd590300_1001          conda-forge
magma-cuda126                         2.6.1                                        1                      pytorch
mako                                  1.3.10                                       pypi_0                 pypi
mamba                                 2.1.1                                        had4a41a_0             conda-forge
mamba-ssm                             2.2.5                                        pypi_0                 pypi
markdown                              3.9                                          pypi_0                 pypi
markdown-it-py                        4.0.0                                        pypi_0                 pypi
markupsafe                            3.0.3                                        py312h8a5da7c_0        conda-forge
matplotlib                            3.10.6                                       pypi_0                 pypi
matplotlib-inline                     0.1.7                                        pypi_0                 pypi
matplotx                              0.3.10                                       pypi_0                 pypi
mbedtls                               3.6.3.1                                      h5888daf_0             conda-forge
mdurl                                 0.1.2                                        pypi_0                 pypi
megatron-core                         0.2.0                                        pypi_0                 pypi
menuinst                              2.3.1                                        py312h7900ff3_0        conda-forge
mistral-common                        1.8.5                                        pypi_0                 pypi
mistune                               3.1.4                                        pypi_0                 pypi
mkl                                   2024.2.2                                     ha770c72_17            conda-forge
mkl-include                           2025.2.0                                     hf2ce2f3_629           conda-forge
ml-collections                        1.1.0                                        pypi_0                 pypi
ml-dtypes                             0.5.3                                        pypi_0                 pypi
mock                                  5.2.0                                        pypi_0                 pypi
modelscope                            1.30.0                                       pypi_0                 pypi
more-itertools                        10.8.0                                       pypi_0                 pypi
mpi4jax                               0.8.1.post1                                  pypi_0                 pypi
mpi4py                                4.1.0                                        pypi_0                 pypi
mpmath                                1.3.0                                        pypi_0                 pypi
msgpack-python                        1.1.1                                        py312hd9148b4_1        conda-forge
msgspec                               0.19.0                                       pypi_0                 pypi
multidict                             6.6.4                                        pypi_0                 pypi
multipledispatch                      1.0.0                                        pypi_0                 pypi
multiprocess                          0.70.16                                      pypi_0                 pypi
munch                                 4.0.0                                        pypi_0                 pypi
namex                                 0.1.0                                        pypi_0                 pypi
narwhals                              2.6.0                                        pypi_0                 pypi
nbclient                              0.10.2                                       pypi_0                 pypi
nbconvert                             7.16.6                                       pypi_0                 pypi
nbformat                              5.10.4                                       pypi_0                 pypi
ncurses                               6.5                                          h2d0b736_3             conda-forge
nest-asyncio                          1.6.0                                        pypi_0                 pypi
networkx                              3.5                                          pypi_0                 pypi
ninja                                 1.13.0                                       pypi_0                 pypi
nlohmann_json                         3.11.3                                       he02047a_1             conda-forge
nodeenv                               1.9.1                                        pypi_0                 pypi
notebook                              7.4.7                                        pypi_0                 pypi
notebook-shim                         0.2.4                                        pypi_0                 pypi
numba                                 0.61.2                                       pypi_0                 pypi
numpy                                 2.2.6                                        pypi_0                 pypi
numpyro                               0.19.0                                       pypi_0                 pypi
nvidia-cudnn-frontend                 1.14.1                                       pypi_0                 pypi
nvidia-cutlass-dsl                    4.2.1                                        pypi_0                 pypi
nvidia-ml-py                          13.580.82                                    pypi_0                 pypi
nvidia-nvshmem-cu12                   3.4.5                                        pypi_0                 pypi
nvshmem4py-cu12                       0.1.2                                        pypi_0                 pypi
oauthlib                              3.3.1                                        pypi_0                 pypi
omegaconf                             2.3.0                                        pypi_0                 pypi
onnx                                  1.19.0                                       pypi_0                 pypi
onnx-ir                               0.1.10                                       pypi_0                 pypi
onnx-tf                               1.6.0                                        pypi_0                 pypi
onnxruntime-gpu                       1.23.0                                       pypi_0                 pypi
onnxscript                            0.3.1                                        pypi_0                 pypi
openai                                1.99.1                                       pypi_0                 pypi
openai-harmony                        0.0.4                                        pypi_0                 pypi
opencensus                            0.11.4                                       pypi_0                 pypi
opencensus-context                    0.1.3                                        pypi_0                 pypi
opencv-python-headless                4.12.0.88                                    pypi_0                 pypi
openssl                               3.5.4                                        h26f9b46_0             conda-forge
opentelemetry-api                     1.37.0                                       pypi_0                 pypi
opentelemetry-exporter-prometheus     0.58b0                                       pypi_0                 pypi
opentelemetry-proto                   1.37.0                                       pypi_0                 pypi
opentelemetry-sdk                     1.37.0                                       pypi_0                 pypi
opentelemetry-semantic-conventions    0.58b0                                       pypi_0                 pypi
opt-einsum                            3.4.0                                        pypi_0                 pypi
optax                                 0.2.6                                        pypi_0                 pypi
optree                                0.17.0                                       pypi_0                 pypi
orbax-checkpoint                      0.11.25                                      pypi_0                 pypi
orjson                                3.11.3                                       pypi_0                 pypi
outlines                              1.2.5                                        pypi_0                 pypi
outlines-core                         0.2.11                                       pypi_0                 pypi
packaging                             25.0                                         pyh29332c3_1           conda-forge
pandas                                2.3.3                                        pypi_0                 pypi
pandocfilters                         1.5.1                                        pypi_0                 pypi
pango                                 1.56.4                                       hadf4263_0             conda-forge
parse                                 1.20.2                                       pypi_0                 pypi
parso                                 0.8.5                                        pypi_0                 pypi
partial-json-parser                   0.2.1.1.post6                                pypi_0                 pypi
patch                                 2.8                                          hb03c661_1002          conda-forge
patchelf                              0.17.2                                       h58526e2_0             conda-forge
pcre2                                 10.46                                        h1321c63_0             conda-forge
peft                                  0.17.1                                       pypi_0                 pypi
pexpect                               4.9.0                                        pypi_0                 pypi
pillow                                11.3.0                                       pypi_0                 pypi
